TAG attribution location,TAG citation group,citation group,TAG confidence,TAG data cited,TAG dataset reused,TAG other,TAG problem,TAG repository,TAG source,abstract,address,annote,booktitle,dataset_id,doi,file,institution,isbn,issn,journal,keywords,mendeley-tags,month,number,pages,pmid,publisher,school,title,type,url,volume,year,num_cites,weighted,annotated,duplicates
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Ij\""{a}s P, Nuotio K, Saksi J, Soinne L, Saimanen E, Karjalainen-Lindsberg ML, Salonen O, Sarna S, Tuimala J, Kovanen PT, Kaste M, Lindsberg PJ. Microarray analysis reveals overexpression of CD163 and HO-1 in symptomatic carotid plaques. Arterioscler Thromb Vasc Biol. 2007 Jan;27(1):154-60. Epub 2006 Nov 9. PubMed PMID: 17095719. E-MEXP-268 53 randomly selected datasets from ArrayExpress (http://www.ebi.ac.uk/arrayexpress/) and Gene Expression Omnibus (GEO) (http://www.ncbi.nlm.nih.gov/geo/) for probe level uncertainty analysis analysis. Accession numbers of these datasets are:",,E-MEXP-268,10.4236/jbise.2009.26056,":C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/Journal of Biomedical Science and Engineering/Tuna, Niranjan/Tuna, Niranjan - 2009 - Classification with binary gene expressions.pdf:pdf",,,,Journal of Biomedical Science and Engineering,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence","Array Express,GS,attribution in text,data cited,dataset reused,high confidence",,6,390--399,,,,{Classification with binary gene expressions},,http://eprints.ecs.soton.ac.uk/18186/,2,2009,#N/A,1,1,
attribution in table,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"The elongata mutants identify a functional Elongator complex in plants with a role in cell proliferation during organ growth. Nelissen, Hilde; Fleury, Delphine; Bruno, Leonardo; Robles, Pedro; De Veylder, Lieven; Traas, Jan; Micol, Jose Luis; Van Montagu, Marc; Inze, Dirk; Van Lijsebettens, Mieke. Proc Natl Acad Sci U S A 102(21):7754 (Proc Natl Acad Sci U S A), PubMed 17329565 E-MEXP-300 Table 1: List of experiments used in the global co-expression analysis",,E-MEXP-300,10.1186/1752-0509-3-86,":C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/BMC systems biology/Atias, Chor, Chamovitz/Atias, Chor, Chamovitz - 2009 - Large-scale analysis of Arabidopsis transcription reveals a basal co-regulation network.pdf:pdf",,,,BMC systems biology,"Array Express,GS,attribution in table,data cited,dataset reused,high confidence","Array Express,GS,attribution in table,data cited,dataset reused,high confidence",,1,86,,BioMed Central Ltd,,{Large-scale analysis of Arabidopsis transcription reveals a basal co-regulation network},,http://www.biomedcentral.com/1752-0509/3/86/abstract,3,2009,#N/A,1,1,
attribution in text,,,low confidence,data cited,dataset reused,,,Array Express,GS,,,"The elongata mutants identify a functional Elongator complex in plants with a role in cell proliferation during organ growth. Nelissen, Hilde; Fleury, Delphine; Bruno, Leonardo; Robles, Pedro; De Veylder, Lieven; Traas, Jan; Micol, Jose Luis; Van Montagu, Marc; Inze, Dirk; Van Lijsebettens, Mieke. Proc Natl Acad Sci U S A 102(21):7754 (Proc Natl Acad Sci U S A), PubMed 17329565 E-MEXP-300 Accession Numbers: Microarray data are available via ArrayExpress (E-MEXP-300). The",,E-MEXP-300,10.1105/tpc.106.041319,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/The Plant Cell Online/Fleury et al./Fleury et al. - 2007 - The Arabidopsis thaliana homolog of yeast BRE1 has a function in cell cycle regulation during early leaf and root growth.pdf:pdf,,,,The Plant Cell Online,"Array Express,GS,attribution in text,data cited,dataset reused,feedback please,low confidence,same author","Array Express,GS,attribution in text,data cited,dataset reused,feedback please,low confidence,same author",,2,417,,Am Soc Plant Biol,,{The Arabidopsis thaliana homolog of yeast BRE1 has a function in cell cycle regulation during early leaf and root growth},,http://www.plantcell.org/content/19/2/417.short,19,2007,#N/A,1,1,
attribution in text,,,medium confidence,data cited,dataset reused,,,Array Express,GS,,,"The elongata mutants identify a functional Elongator complex in plants with a role in cell proliferation during organ growth. Nelissen, Hilde; Fleury, Delphine; Bruno, Leonardo; Robles, Pedro; De Veylder, Lieven; Traas, Jan; Micol, Jose Luis; Van Montagu, Marc; Inze, Dirk; Van Lijsebettens, Mieke. Proc Natl Acad Sci U S A 102(21):7754 (Proc Natl Acad Sci U S A), PubMed 17329565 E-MEXP-300 ATH1 Affymetrix chips were used for hybridization (8) and the data are available on ArrayExpress (E-MEXP-300).",,E-MEXP-300,10.1073/pnas.0913559107,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/Proceedings of the National Academy of Sciences/Nelissen et al./Nelissen et al. - 2010 - Plant Elongator regulates auxin-related genes during RNA polymerase II transcription elongation.pdf:pdf,,,,Proceedings of the National Academy of Sciences,"Array Express,GS,attribution in text,data cited,dataset reused,medium confidence,same author","Array Express,GS,attribution in text,data cited,dataset reused,medium confidence,same author",,4,1678,,National Acad Sciences,,{Plant Elongator regulates auxin-related genes during RNA polymerase II transcription elongation},,http://www.pnas.org/content/107/4/1678.short,107,2010,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"""Smirnova JB, Selley JN, Sanchez-Cabo F, Carroll K, Eddy AA, McCarthy JE, Hubbard SJ, Pavitt GD, Grant CM, Ashe MP. Global gene expression profiling reveals widespread yet distinctive translational responses to different eukaryotic translation initiation factor 2B-targeting stress pathways. Mol Cell Biol. 2005 Nov;25(21):9340-9. PubMed PMID: 16227585; PubMed Central PMCID: PMC1265828. "" E-MEXP-324 Microarray data pertaining to the stress response gene sets were obtained from ArrayExpress http://www.ebi.ac.uk/ microarray-as/aer/index.html using accession numbers E- MEXP-323 (amino acid starvation), E-MEXP-324 (buta-nol addition) and",,E-MEXP-324,10.1186/1471-2164-10-7,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/BMC genomics/Lawless et al./Lawless et al. - 2009 - Upstream sequence elements direct post-transcriptional regulation of gene expression under stress conditions in yeast.pdf:pdf,,,,BMC genomics,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence","Array Express,GS,attribution in text,data cited,dataset reused,high confidence",,1,7,,BioMed Central Ltd,,{Upstream sequence elements direct post-transcriptional regulation of gene expression under stress conditions in yeast},,http://www.biomedcentral.com/1471-2164/10/7,10,2009,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Allen WL, McLean EG, Boyer J, McCulla A, Wilson PM, Coyle V, Longley DB, Casero RA Jr, Johnston PG. The role of spermidine/spermine N1-acetyltransferase in determining response to chemotherapeutic agents in colorectal cancer cells. Mol Cancer Ther. 2007 Jan;6(1):128-37. PubMed PMID: 17237273. E-MEXP-390 Detailed experimental protocols and raw expression data are available at http://www.ebi.ac.uk/ arrayexpress/ (Accession numbers E-MEXP-1691 (in vitro) and E-MEXP-1692 (Clinical) for Colorectal DSA analysis and Accession number E-MEXP-390 for Affymetrix Plus2.0 analysis).",,E-MEXP-390,10.1186/1471-2407-10-687,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/BMC cancer/Allen et al./Allen et al. - 2010 - The Colorectal cancer disease-specific transcriptome may facilitate the discovery of more biologically and clinically relevant information.pdf:pdf,,,,BMC cancer,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence,same author","Array Express,GS,attribution in text,data cited,dataset reused,high confidence,same author",,1,687,,BioMed Central Ltd,,{The Colorectal cancer disease-specific transcriptome may facilitate the discovery of more biologically and clinically relevant information},,http://www.biomedcentral.com/1471-2407/10/687/abstract,10,2010,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Allen WL, McLean EG, Boyer J, McCulla A, Wilson PM, Coyle V, Longley DB, Casero RA Jr, Johnston PG. The role of spermidine/spermine N1-acetyltransferase in determining response to chemotherapeutic agents in colorectal cancer cells. Mol Cancer Ther. 2007 Jan;6(1):128-37. PubMed PMID: 17237273. E-MEXP-390 Detailed experimental protocols and raw expression data are available at http://www.ebi.ac.uk/ arrayexpress/ (accession no. E-MEXP-390). Microarray",,E-MEXP-390,10.1158/0008-5472.CAN-05-2693,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/Cancer research/Boyer et al./Boyer et al. - 2006 - Pharmacogenomic identification of novel determinants of response to chemotherapy in colon cancer.pdf:pdf,,,,Cancer research,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence,same author","Array Express,GS,attribution in text,data cited,dataset reused,high confidence,same author",,5,2765,,AACR,,{Pharmacogenomic identification of novel determinants of response to chemotherapy in colon cancer},,http://cancerres.aacrjournals.org/content/66/5/2765.short,66,2006,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Allen WL, McLean EG, Boyer J, McCulla A, Wilson PM, Coyle V, Longley DB, Casero RA Jr, Johnston PG. The role of spermidine/spermine N1-acetyltransferase in determining response to chemotherapeutic agents in colorectal cancer cells. Mol Cancer Ther. 2007 Jan;6(1):128-37. PubMed PMID: 17237273. E-MEXP-390 The Affymetrix raw datasets were downloaded fromftp://ftp.ncbi.nih.gov/pub/geo/data/geo/raw\_data/series/ and http://www.ebi.ac.uk/arrayexpress/: ...E-MEXP-390, colorectal carcinoma cells (HCT116) were treated with fluorouracil...",,E-MEXP-390,10.1186/1471-2164-12-244,":C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/BMC genomics/Wu, Song/Wu, Song - 2011 - Preferential regulation of miRNA targets by environmental chemicals in the human genome.pdf:pdf",,,,BMC genomics,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence","Array Express,GS,attribution in text,data cited,dataset reused,high confidence",,1,244,,BioMed Central Ltd,,{Preferential regulation of miRNA targets by environmental chemicals in the human genome},,http://www.biomedcentral.com/1471-2164/12/244,12,2011,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Species- and Strain-Specific Control of a Complex, Flexible Regulon by Bordetella BvgAS. Cummings, C. A.; Bootsma, H. J.; Relman, D. A.; Miller, J. F. The Journal of Bacteriology 188(5):1775 (The Journal of Bacteriology), PubMed 16484188 E-MEXP-399 Primary data have been deposited (ArrayExpress:E-TABM-94, E-MEXP-399) [35], and files with RDs marked and binary recoding of data in pre-cluster- ing (PCL) format [39] are available in Additional data files 6 and 7.",,E-MEXP-399,10.1186/gb-2006-7-9-r81,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/Genome biology/Brinig et al./Brinig et al. - 2006 - Genomic features of Bordetella parapertussis clades with distinct host species specificity.pdf:pdf,,,,Genome biology,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence,same author","Array Express,GS,attribution in text,data cited,dataset reused,high confidence,same author",,9,R81,,BioMed Central Ltd,,{Genomic features of Bordetella parapertussis clades with distinct host species specificity},,http://www.biomedcentral.com/1465-6906/7/R81,7,2006,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"""Meijer AH, Verbeek FJ, Salas-Vidal E, Corredor-Ad\'{a}mez M, Bussman J, van der Sar AM, Otto GW, Geisler R, Spaink HP. Transcriptome profiling of adult zebrafish at the late stage of chronic tuberculosis due to Mycobacterium marinum infection. Mol Immunol. 2005 Jun;42(10):1185-203. Epub 2005 Jan 12. PubMed PMID: 15829308 E-MEXP-405 Thirteen zebrafish microarray datasets, covering 47 conditions and 14,443 genes, were analyzed. Six zebrafish gene expression datasets, namely, indexed E-TABM-33, E-MEXP-171, E-MEXP-405, E-MEXP-736, E-MEXP-737 and E-MEXP-758, were downloaded from the ArrayExpress database (http://www.ebi.ac.uk/microarray-as/ae/).",,E-MEXP-405,10.3390/ijms10083658,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/International Journal of Molecular Sciences/Tsai et al./Tsai et al. - 2009 - Co-Expression of Neighboring Genes in the Zebrafish (Danio rerio) Genome.pdf:pdf,,,,International Journal of Molecular Sciences,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence","Array Express,GS,attribution in text,data cited,dataset reused,high confidence",,8,3658--3670,,Molecular Diversity Preservation International,,{Co-Expression of Neighboring Genes in the Zebrafish (Danio rerio) Genome},,http://www.mdpi.com/1422-0067/10/8/3658,10,2009,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Meta-analysis of Differentiating Mouse Embryonic Stem Cell Gene Expression Kinetics Reveals Early Change of a Small Gene Set. Glover, C.H., Marin, M., Eaves, C.J., Helgason, C.D., Piret, J.M., Bryan, J. PLoS Comput Biol 2(11):e158 (PLoS Comput Biol), PubMed 17121458 E-MEXP-412 The diagnostic test developed here was applied to the dataset (E-MEXP-412) of Glover et al. [19]. Three",,E-MEXP-412,10.1186/1471-2164-8-210,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/BMC genomics/Yap et al./Yap et al. - 2007 - Using biomarker signature patterns for an mRNA molecular diagnostic of mouse embryonic stem cell differentiation state.pdf:pdf,,,,BMC genomics,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence","Array Express,GS,attribution in text,data cited,dataset reused,high confidence",,1,210,,BioMed Central Ltd,,{Using biomarker signature patterns for an mRNA molecular diagnostic of mouse embryonic stem cell differentiation state},,http://www.biomedcentral.com/1471-2164/8/210,8,2007,#N/A,1,1,
attribution in table,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Genome-Wide Analysis of Hydrogen Peroxide-Regulated Gene Expression in Arabidopsis Reveals a High Light-Induced Transcriptional Cluster Involved in Anthocyanin Biosynthesis. Sandy Vanderauwera; Philip Zimmermann; Stephane Rombauts; Steven Vandenabeele; Christian Langebartels; Wilhelm Gruishem; Dirk Inze; Frank Van Breusegem. Plant Physiol 2:806-21 (Plant Physiol), PubMed 16183842 E-MEXP-449 Table 1: List of experiments used in the global co-expression analysis",,E-MEXP-449,10.1186/1752-0509-3-86,":C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/BMC systems biology/Atias, Chor, Chamovitz/Atias, Chor, Chamovitz - 2009 - Large-scale analysis of Arabidopsis transcription reveals a basal co-regulation network.pdf:pdf",,,,BMC systems biology,"Array Express,GS,attribution in table,data cited,dataset reused,high confidence","Array Express,GS,attribution in table,data cited,dataset reused,high confidence",,1,86,,BioMed Central Ltd,,{Large-scale analysis of Arabidopsis transcription reveals a basal co-regulation network},,http://www.biomedcentral.com/1752-0509/3/86/abstract,3,2009,#N/A,1,1,
attribution in text,,,high confidence,data cited,dataset reused,,,Array Express,GS,,,"Genome-Wide Analysis of Hydrogen Peroxide-Regulated Gene Expression in Arabidopsis Reveals a High Light-Induced Transcriptional Cluster Involved in Anthocyanin Biosynthesis. Sandy Vanderauwera; Philip Zimmermann; Stephane Rombauts; Steven Vandenabeele; Christian Langebartels; Wilhelm Gruishem; Dirk Inze; Frank Van Breusegem. Plant Physiol 2:806-21 (Plant Physiol), PubMed 16183842 E-MEXP-449 Affymetrix CEL files of ROS-related experiments were downloaded fromGEO databases (flu-mutant, GSE10876; FNR1, GSE9402; http://www.ncbi. nlm.nih.gov/geo/), ArrayExpress (AOXMLD, E-ATMX-32; rotenone, E-MEXP- 1797; CAT2HP1, E-MEXP-449; http://www.ebi.ac.uk/microarray-as/ae/), and",,E-MEXP-449,10.1104/pp.110.169797,:C$\backslash$:/Users/Jonathan/Documents/Mendeley Desktop/Plant Physiology/Rosenwasser et al./Rosenwasser et al. - 2011 - Organelles Contribute Differentially to Reactive Oxygen Species-Related Events during Extended Darkness.pdf:pdf,,,,Plant Physiology,"Array Express,GS,attribution in text,data cited,dataset reused,high confidence","Array Express,GS,attribution in text,data cited,dataset reused,high confidence",,1,185,,Am Soc Plant Biol,,{Organelles Contribute Differentially to Reactive Oxygen Species-Related Events during Extended Darkness},,http://www.plantphysiol.org/content/156/1/185.short,156,2011,#N/A,1,1,
